,Tweet Content,tokens,clean_tweet,sentiment,sentiment_class,label,polarity,subjectivity
167,"""@JustStop_Oil scientists say there is no evidence burning fossil fuel changes the climate""","['scientist', 'say', 'evidence', 'burning', 'fossil', 'fuel', 'change', 'climate']",scientist say evidence burning fossil fuel change climate,0.0,neutral,2,0.0,0.0
168,"""@DrGCrisp @curryja Yes, governments, multinationals &amp; corporations are harming the environment by dumping waste, hazardous materials &amp; deforestation but they don’t make money fixing that.

They want you believing the climate’s changing because of human carbon emissions, at your cost, you buffoon.""","['yes', 'government', 'multinationals', 'corporation', 'harming', 'environment', 'dumping', 'waste', 'hazardous', 'material', 'deforestation', 'don’', 'make', 'money', 'fixing', 'want', 'believing', 'climate’', 'changing', 'human', 'carbon', 'emission', 'cost', 'buffoon']",yes government multinationals corporation harming environment dumping waste hazardous material deforestation don’ make money fixing want believing climate’ changing human carbon emission cost buffoon,-0.6908,negative,0,0.13333333333333333,0.3333333333333333
169,"""@Climate_Earth20 It suggests that while climate changes humans adapt and persist.""","['suggests', 'climate', 'change', 'human', 'adapt', 'persist']",suggests climate change human adapt persist,0.0,neutral,2,0.0,0.1
170,"""@business Free land 20 acre plots on the northern tip of the forests. Rabbit farming, a highway with gas lines, water lines, underground rail system, power etc. coat to coast to coast. 20 acre plots both sides all along they way, immigrants welcome. Tree fodder rabbit feed changes climate https://t.co/BZH8RHoU2k""","['free', 'land', 'acre', 'plot', 'northern', 'tip', 'forest', 'rabbit', 'farming', 'highway', 'gas', 'line', 'water', 'line', 'underground', 'rail', 'system', 'power', 'etc', 'coat', 'coast', 'coast', 'acre', 'plot', 'side', 'along', 'way', 'immigrant', 'welcome', 'tree', 'fodder', 'rabbit', 'feed', 'change', 'climate']",free land acre plot northern tip forest rabbit farming highway gas line water line underground rail system power etc coat coast coast acre plot side along way immigrant welcome tree fodder rabbit feed change climate,0.743,positive,1,0.6000000000000001,0.8500000000000001
171,"""The two main sides of the current climate debate:

Side one (backed by the vast majority of scientists): All the evidence and understood scientific principles suggest human activity is causing rapid climate change. Changes to the climate now have measurable impacts on weather…""","['two', 'main', 'side', 'current', 'climate', 'debate', 'side', 'one', 'backed', 'vast', 'majority', 'scientist', 'evidence', 'understood', 'scientific', 'principle', 'suggest', 'human', 'activity', 'causing', 'rapid', 'climate', 'change', 'change', 'climate', 'measurable', 'impact', 'weather…']",two main side current climate debate side one backed vast majority scientist evidence understood scientific principle suggest human activity causing rapid climate change change climate measurable impact weather…,0.0258,neutral,2,0.041666666666666664,0.45833333333333337
172,"""More new infections thanks to climate-change caused changes of bird migration? Changing bird migrations threaten to bring new infectious diseases to humans | Science | AAAS https://t.co/zGbIDdeNQ2""","['new', 'infection', 'thanks', 'climate', 'change', 'caused', 'change', 'bird', 'migration', 'changing', 'bird', 'migration', 'threaten', 'bring', 'new', 'infectious', 'disease', 'human', 'science', 'aaa']",new infection thanks climate change caused change bird migration changing bird migration threaten bring new infectious disease human science aaa,0.0772,neutral,2,0.11818181818181818,0.3022727272727273
173,"""Africa like Uganda that contributes the least carbon on the environment are unfortunately the most affected by climate changes.The international monetary fund report reveals that third of the 🌎 floods are experienced in Africa and countries in sub-sahara suffer the most. https://t.co/7zoQlCoVOm""","['africa', 'like', 'uganda', 'contributes', 'least', 'carbon', 'environment', 'unfortunately', 'affected', 'climate', 'change', 'international', 'monetary', 'fund', 'report', 'reveals', 'third', 'flood', 'experienced', 'africa', 'country', 'sub', 'sahara', 'suffer']",africa like uganda contributes least carbon environment unfortunately affected climate change international monetary fund report reveals third flood experienced africa country sub sahara suffer,-0.6124,negative,0,0.0,0.45999999999999996
174,"""Nature is in freefall. 

We’re destroying our forests, polluting our rivers &amp; oceans, and causing devastating changes to the climate. And now new research shows UK nature is still declining. 

Remind your MP that everyone needs to #SaveOurWildIsles. 📢 https://t.co/yTZC9VtIsV""","['nature', 'freefall', 'destroying', 'forest', 'polluting', 'river', 'ocean', 'causing', 'devastating', 'change', 'climate', 'new', 'research', 'show', 'nature', 'still', 'declining', 'remind', 'everyone', 'need']",nature freefall destroying forest polluting river ocean causing devastating change climate new research show nature still declining remind everyone need,-0.836,negative,0,-0.3545454545454545,0.48484848484848486
175,"""Africa like Uganda that contributes the least carbon on the environment are unfortunately the most affected by climate changes.The international monetary fund report reveals that third of the 🌎 floods are experienced in Africa and countries in sub-sahara suffer the most. https://t.co/7zoQlCoVOm""","['africa', 'like', 'uganda', 'contributes', 'least', 'carbon', 'environment', 'unfortunately', 'affected', 'climate', 'change', 'international', 'monetary', 'fund', 'report', 'reveals', 'third', 'flood', 'experienced', 'africa', 'country', 'sub', 'sahara', 'suffer']",africa like uganda contributes least carbon environment unfortunately affected climate change international monetary fund report reveals third flood experienced africa country sub sahara suffer,-0.6124,negative,0,0.0,0.45999999999999996
176,"""@JeremyVineOn5 @y_alibhai @estherk_k @StormHuntley We don't deny that the climate changes naturally but we do deny that humans have any negative impact on the climate. There is no climate emergency and C02 is the gas of life because it makes trees and crops grow which provide us with oxygen and food. The planet is perfectly fine. https://t.co/QDQiEFwtO8""","['deny', 'climate', 'change', 'naturally', 'deny', 'human', 'negative', 'impact', 'climate', 'climate', 'emergency', 'c02', 'gas', 'life', 'make', 'tree', 'crop', 'grow', 'provide', 'oxygen', 'food', 'planet', 'perfectly', 'fine']",deny climate change naturally deny human negative impact climate climate emergency c02 gas life make tree crop grow provide oxygen food planet perfectly fine,-0.6249,negative,0,0.054166666666666675,0.35
177,"""@Chris_Carus Puts me in mind of my own oil boiler which is ten minutes of labour away from being ""biofuel ready"" but I can't buy biokerosene for it because no-one sells it.""","['put', 'mind', 'oil', 'boiler', 'ten', 'labour', 'away', 'biofuel', 'ready', 'buy', 'biokerosene', 'one', 'sell']",put mind oil boiler ten labour away biofuel ready buy biokerosene one sell,0.3612,positive,1,0.1,0.25
178,"""@thecommongreen Its mis-selling because ALL new gas boilers are H2 blend ready and that EVERY boiler would need further physical changes to take 100% H2.
But crucially, its deflecting people away from heat pumps. Which is obviously the O&amp;G industry climate delay strategy.""","['mi', 'selling', 'new', 'gas', 'boiler', 'blend', 'ready', 'every', 'boiler', 'would', 'need', 'physical', 'change', 'take', '100', 'crucially', 'deflecting', 'people', 'away', 'heat', 'pump', 'obviously', 'industry', 'climate', 'delay', 'strategy']",mi selling new gas boiler blend ready every boiler would need physical change take 100 crucially deflecting people away heat pump obviously industry climate delay strategy,0.0516,neutral,2,0.06727272727272728,0.5194805194805194
179,"""After Ethiopia started the #Green_Legacy  program, good climate changes are being observed in the country. #Green_Legacy   #500_Million__Saplings @wclimate @climate @ClimateReality @UNFCCC @IPCC_CH @theGCF @ClimateGroup @environmentca @ClimateCentral https://t.co/FP4SwzaThI""","['ethiopia', 'started', 'program', 'good', 'climate', 'change', 'observed', 'country']",ethiopia started program good climate change observed country,0.4404,positive,1,0.7,0.6000000000000001
180,"""He points to the poorest countries being both the worst affected by climate change, and the least responsible for it.

He says the G77 nations will meet again prior to COP 28 to coordinate thier positions.""","['point', 'poorest', 'country', 'worst', 'affected', 'climate', 'change', 'least', 'responsible', 'say', 'g77', 'nation', 'meet', 'prior', 'cop', 'coordinate', 'thier', 'position']",point poorest country worst affected climate change least responsible say g77 nation meet prior cop coordinate thier position,-0.8796,negative,0,-0.275,0.4875
181,"""@Kenneth72712993 CO2 has absolutely nothing to do with temperature changes. Any amount, anywhere.

https://t.co/X2WpG2WRoh""","['co2', 'ha', 'absolutely', 'nothing', 'temperature', 'change', 'amount', 'anywhere']",co2 ha absolutely nothing temperature change amount anywhere,0.34,positive,1,0.2,0.9
182,"""@unmasking_media @SkyNewsAust The everyday person doesn’t care about flights or the climate that changes every day “we strive to survive “ in every day life. We the ppl know what matters and what the media says don’t matter so much theses days . REALLY! Get in touch with conciseness.""","['everyday', 'person', 'doesn’', 'care', 'climate', 'change', 'every', 'day', 'strive', 'survive', 'every', 'day', 'life', 'ppl', 'know', 'matter', 'medium', 'say', 'don’', 'matter', 'much', 'thesis', 'day', 'really', 'get', 'touch', 'conciseness']",everyday person doesn’ care climate change every day strive survive every day life ppl know matter medium say don’ matter much thesis day really get touch conciseness,0.5267,positive,1,0.06666666666666667,0.3333333333333333
183,"""@NickCowern They sell advertisements. Can't accept there will be huge changes when consumerism will be a thing of the past.""","['sell', 'advertisement', 'accept', 'huge', 'change', 'consumerism', 'thing', 'past']",sell advertisement accept huge change consumerism thing past,0.5994,positive,1,0.07500000000000004,0.575
184,"""“Civil society plays a pivotal role in bringing long-term behavioural change. Thus, their role becomes imperative in taking this message to the people and stress upon lifestyle changes that they can incorporate to mitigate the challenges of climate change.” - Dr. A.P. Maheshwari,… https://t.co/Tq6sS8lvzT""","['“civil', 'society', 'play', 'pivotal', 'role', 'bringing', 'long', 'term', 'behavioural', 'change', 'thus', 'role', 'becomes', 'imperative', 'taking', 'message', 'people', 'stress', 'upon', 'lifestyle', 'change', 'incorporate', 'mitigate', 'challenge', 'climate', 'change', 'maheshwari', '…']",“civil society play pivotal role bringing long term behavioural change thus role becomes imperative taking message people stress upon lifestyle change incorporate mitigate challenge climate change maheshwari …,-0.0258,neutral,2,0.225,0.6000000000000001
185,"""@Slothradamus71 @anastasbelev @EliotJacobson don't speak in platitudes or conspiracies. It's ironic you say this because if anything there's a conspiracy of *downplaying* climate changes promulgated by the climate scientists who get the most media attention and also HINT: it's not the doomers.""","['speak', 'platitude', 'conspiracy', 'ironic', 'say', 'anything', 'conspiracy', 'downplaying', 'climate', 'change', 'promulgated', 'climate', 'scientist', 'get', 'medium', 'attention', 'also', 'hint', 'doomers']",speak platitude conspiracy ironic say anything conspiracy downplaying climate change promulgated climate scientist get medium attention also hint doomers,-0.8074,negative,0,0.2,0.9
186,"""“Civil society plays a pivotal role in bringing long-term behavioural change. Thus, their role becomes imperative in taking this message to the people and stress upon lifestyle changes that they can incorporate to mitigate the challenges of climate change.” - Dr. A.P. Maheshwari,… https://t.co/Tq6sS8lvzT""","['“civil', 'society', 'play', 'pivotal', 'role', 'bringing', 'long', 'term', 'behavioural', 'change', 'thus', 'role', 'becomes', 'imperative', 'taking', 'message', 'people', 'stress', 'upon', 'lifestyle', 'change', 'incorporate', 'mitigate', 'challenge', 'climate', 'change', 'maheshwari', '…']",“civil society play pivotal role bringing long term behavioural change thus role becomes imperative taking message people stress upon lifestyle change incorporate mitigate challenge climate change maheshwari …,-0.0258,neutral,2,0.225,0.6000000000000001
187,"""@DavePSherry @craigthomler @aSinister @lheal @CorrectThyAre @markp1950 @AGW_is_bad @emilio97493490 @ImRusts @benmooreau @WeRone777 @ZorikaZr @gargantuandwarf @ScienceBlog3 @nonsequiturmeme @RichardSwan1982 @JafSupO @FreeSpeech4U_Me @OscarsWild1 @KeillerDon @SniemN @WorkerHere @MartinBrampton @Fossil_Herb @JimBowersclimb @Royalacresrod @roger_clague @FBreject1 @Veritatem2021 @OzzmanOsgood @AirCop264 @BrockPhysicist @ejwwest @25_cycle @alison_pannell @BobPartridge16 @LesserMegadeath @Charlie43211234 @twit4thot @ammocrypta @Robertchef77 @DenisDaly @Dave_Likes_CO2 @SeanMcG53 @grumpynskeptic @balls95652097 @PeterWSinclair @MikeDel21893959 @FollowTheScien4 @Scizz8 I developed a new X superpower😎
Craig has me blocked
I can still view his posts https://t.co/SMeFpiEi1s""","['developed', 'new', 'superpower', 'craig', 'ha', 'blocked', 'still', 'view', 'post']",developed new superpower craig ha blocked still view post,0.0772,neutral,2,0.11818181818181818,0.37727272727272726
188,"""@MinarisMinaA What happened???""",['happened'],happened,0.0,neutral,2,0.0,0.0
189,"""@_Agenda2030 @SvendZan @JoAmsel @dalila79406477 @SiouxCityCrypto @RARohde @AlexEpstein @VivekGRamaswamy @1MarkMoss @Breedlove22 @saifedean @FoxNews @cnnbrk @CBSNews @ABC @cnbcafrica @JunkScience @kcautv @ktivnews @scj @ClintelOrg @Life_Powered_ @_ClimateCraze @FriendsOScience @TonyClimate The climate denier ran away after making false claims. Climate deniers are liars https://t.co/TC9nMvL3q6""","['climate', 'denier', 'ran', 'away', 'making', 'false', 'claim', 'climate', 'denier', 'liar']",climate denier ran away making false claim climate denier liar,-0.8074,negative,0,-0.4000000000000001,0.6
190,"""@notapar72 @giselegeorge_ @latestinspace Well the truth is: The amount of metal that will be burning up in Earth's atmosphere as old satellites are deorbited is relatively small, but it could still trigger unpredictable changes to the planet's climate.

As satellites burn up in the atmosphere, they release a variety of…""","['well', 'truth', 'amount', 'metal', 'burning', 'earth', 'atmosphere', 'old', 'satellite', 'deorbited', 'relatively', 'small', 'could', 'still', 'trigger', 'unpredictable', 'change', 'planet', 'climate', 'satellite', 'burn', 'atmosphere', 'release', 'variety', '…']",well truth amount metal burning earth atmosphere old satellite deorbited relatively small could still trigger unpredictable change planet climate satellite burn atmosphere release variety …,0.5267,positive,1,-0.10555555555555556,0.5333333333333333
191,"""@elonmusk The world 🌎 will see a lot of migrations because of the terrible effects of climate changes, earthquakes, wars, régional conflicts, rich mafias taking control of entire third world countries, enormous gaps between riches and poor people ....etc....""","['world', 'see', 'lot', 'migration', 'terrible', 'effect', 'climate', 'change', 'earthquake', 'war', 'régional', 'conflict', 'rich', 'mafia', 'taking', 'control', 'entire', 'third', 'world', 'country', 'enormous', 'gap', 'rich', 'poor', 'people', 'etc']",world see lot migration terrible effect climate change earthquake war régional conflict rich mafia taking control entire third world country enormous gap rich poor people etc,-0.6369,negative,0,-0.09285714285714286,0.6607142857142857
192,"""Scientists find a ""dangerous substance"" in clouds that changes the climate
https://t.co/n62yOP3H78""","['scientist', 'find', 'dangerous', 'substance', 'cloud', 'change', 'climate']",scientist find dangerous substance cloud change climate,-0.4767,negative,0,-0.6,0.9
193,"""@GJockChurchman @helenlewis Wolf is a sheep in wolves clothing""","['wolf', 'sheep', 'wolf', 'clothing']",wolf sheep wolf clothing,0.0,neutral,2,0.0,0.0
194,"""People need to stop blaming Indonesian Onces and the fanmeeting.
The problem is the back and forth to Korea, the no time to adjust timezone differences ,the climate changes
&amp; the people saying „but Jihyo performed“ everyone’s different and we don’t know what Chae has""","['people', 'need', 'stop', 'blaming', 'indonesian', 'onces', 'fanmeeting', 'problem', 'back', 'forth', 'korea', 'time', 'adjust', 'timezone', 'difference', 'climate', 'change', 'people', 'saying', '„but', 'jihyo', 'performed“', 'everyone’', 'different', 'don’', 'know', 'chae', 'ha']",people need stop blaming indonesian onces fanmeeting problem back forth korea time adjust timezone difference climate change people saying „but jihyo performed“ everyone’ different don’ know chae ha,-0.6908,negative,0,0.0,0.3
195,"""Club Rugby is doomed.

Constant format-changes, little history/prestige, spiv-involvement, lack of money, debts, lack of tribalism, climate-change...

Premiership, ‘Heineken’ Cup, URC, Japan, Super Rugby, MLR… All fucked, sooner-or-later.

Top 14 is the only show in town.""","['club', 'rugby', 'doomed', 'constant', 'format', 'change', 'little', 'history', 'prestige', 'spiv', 'involvement', 'lack', 'money', 'debt', 'lack', 'tribalism', 'climate', 'change', 'premiership', '‘heineken’', 'cup', 'urc', 'japan', 'super', 'rugby', 'mlr…', 'fucked', 'sooner', 'later', 'top', 'show', 'town']",club rugby doomed constant format change little history prestige spiv involvement lack money debt lack tribalism climate change premiership ‘heineken’ cup urc japan super rugby mlr… fucked sooner later top show town,-0.875,negative,0,0.0076388888888888895,0.45
196,"""Nature is in freefall. 

We’re destroying our forests, polluting our rivers &amp; oceans, and causing devastating changes to the climate. And now new research shows UK nature is still declining. 

Remind your MP that everyone needs to #SaveOurWildIsles. 📢 https://t.co/yTZC9VtIsV""","['nature', 'freefall', 'destroying', 'forest', 'polluting', 'river', 'ocean', 'causing', 'devastating', 'change', 'climate', 'new', 'research', 'show', 'nature', 'still', 'declining', 'remind', 'everyone', 'need']",nature freefall destroying forest polluting river ocean causing devastating change climate new research show nature still declining remind everyone need,-0.836,negative,0,-0.3545454545454545,0.48484848484848486
197,"""Throughout this year we’ve seen vivid examples of the urgent need for actionable solutions to improve the lives of people and the planet — from crises, natural and human-made disasters, mass migrations, pollution, and drastic changes in the climate. https://t.co/ShBoRa57eW""","['throughout', 'year', 'seen', 'vivid', 'example', 'urgent', 'need', 'actionable', 'solution', 'improve', 'life', 'people', 'planet', '—', 'crisis', 'natural', 'human', 'made', 'disaster', 'mass', 'migration', 'pollution', 'drastic', 'change', 'climate']",throughout year seen vivid example urgent need actionable solution improve life people planet — crisis natural human made disaster mass migration pollution drastic change climate,-0.1779,negative,2,0.075,0.4166666666666667
198,"""@NetZeroWatch Net Zero is a waste of money and a climate con on the world""","['net', 'zero', 'waste', 'money', 'climate', 'con', 'world']",net zero waste money climate con world,-0.4215,negative,0,-0.1,0.0
199,"""Nature is in freefall. 

We’re destroying our forests, polluting our rivers &amp; oceans, and causing devastating changes to the climate. And now new research shows UK nature is still declining. 

Remind your MP that everyone needs to #SaveOurWildIsles. 📢 https://t.co/yTZC9VtIsV""","['nature', 'freefall', 'destroying', 'forest', 'polluting', 'river', 'ocean', 'causing', 'devastating', 'change', 'climate', 'new', 'research', 'show', 'nature', 'still', 'declining', 'remind', 'everyone', 'need']",nature freefall destroying forest polluting river ocean causing devastating change climate new research show nature still declining remind everyone need,-0.836,negative,0,-0.3545454545454545,0.48484848484848486
200,"""Wildfires are likely to get worse as the climate changes. We at @theCCCuk have been recommending the Government creates and implements a cross-departmental wildfire strategy with external stakeholders to identify and mitigate risks of wildfire.

https://t.co/LInlhq2Grj""","['wildfire', 'likely', 'get', 'worse', 'climate', 'change', 'recommending', 'government', 'creates', 'implement', 'cross', 'departmental', 'wildfire', 'strategy', 'external', 'stakeholder', 'identify', 'mitigate', 'risk', 'wildfire']",wildfire likely get worse climate change recommending government creates implement cross departmental wildfire strategy external stakeholder identify mitigate risk wildfire,-0.4767,negative,0,-0.1,0.42500000000000004
201,"""Nature is in freefall. 

We’re destroying our forests, polluting our rivers &amp; oceans, and causing devastating changes to the climate. And now new research shows UK nature is still declining. 

Remind your MP that everyone needs to #SaveOurWildIsles. 📢 https://t.co/yTZC9VtIsV""","['nature', 'freefall', 'destroying', 'forest', 'polluting', 'river', 'ocean', 'causing', 'devastating', 'change', 'climate', 'new', 'research', 'show', 'nature', 'still', 'declining', 'remind', 'everyone', 'need']",nature freefall destroying forest polluting river ocean causing devastating change climate new research show nature still declining remind everyone need,-0.836,negative,0,-0.3545454545454545,0.48484848484848486
202,"""#TrainToESMO: Tomorrow, 28 September, at 18:00 CEST, do not miss the chance to connect with   @DenizCanGuven1, @BeckiLee and Angela Hayes and discuss how to deliver meaningful climate-friendly changes in your institution and community.

📌https://t.co/5IxNlpuJWf https://t.co/Njh9vyd4Ib""","['tomorrow', 'september', 'cest', 'miss', 'chance', 'connect', 'angela', 'hayes', 'discus', 'deliver', 'meaningful', 'climate', 'friendly', 'change', 'institution', 'community']",tomorrow september cest miss chance connect angela hayes discus deliver meaningful climate friendly change institution community,0.7096,positive,1,0.4375,0.5
203,"""@McShady41 @ali_naka Observing as who with what powers 😂😂""","['observing', 'power']",observing power,0.0,neutral,2,0.0,0.0
204,"""@ShakespeareAnna and Cllr @oliver_moran  open the #Pobal30 Cork event this morning, both charted the origins of Pobal, its Cork linkages and changes in programme focus on climate action and justice @pobal https://t.co/19F76DGUdt""","['cllr', 'open', 'cork', 'event', 'morning', 'charted', 'origin', 'pobal', 'cork', 'linkage', 'change', 'programme', 'focus', 'climate', 'action', 'justice']",cllr open cork event morning charted origin pobal cork linkage change programme focus climate action justice,0.5267,positive,1,0.05,0.3
205,"""After Ethiopia started the #Green_Legacy  program, good climate changes are being observed in the country. #Green_Legacy   #500_Million__Saplings @wclimate @climate @ClimateReality @UNFCCC @IPCC_CH @theGCF @ClimateGroup @environmentca @ClimateCentral https://t.co/FStFf21Znq""","['ethiopia', 'started', 'program', 'good', 'climate', 'change', 'observed', 'country']",ethiopia started program good climate change observed country,0.4404,positive,1,0.7,0.6000000000000001
206,"""@IanHartley_ @helenlewis Klein is a prophet. Wrote ""This changes everything"" about climate change""","['klein', 'prophet', 'wrote', 'change', 'everything', 'climate', 'change']",klein prophet wrote change everything climate change,0.0,neutral,2,0.0,0.0
207,"""In ""Africa Climate Summit Seeks Changes to Global Financial Architecture,"" @KevinPGallagher (@GDP_Center &amp; @BUPardeeSchool) discusses Africa’s ballooning debt and how that might affect their climate efforts - https://t.co/wCj61tXNM4 @FRANCE24 @France24_en @BU_CAS @BUexperts""","['africa', 'climate', 'summit', 'seek', 'change', 'global', 'financial', 'architecture', 'discus', 'africa’', 'ballooning', 'debt', 'might', 'affect', 'climate', 'effort']",africa climate summit seek change global financial architecture discus africa’ ballooning debt might affect climate effort,-0.3612,negative,0,0.0,0.0
208,"""@ShakespeareAnna and Cllr @oliver_moran  open the #Pobal30 Cork event this morning, both charted the origins of Pobal, its Cork linkages and changes in programme focus on climate action and justice @pobal https://t.co/19F76DGUdt""","['cllr', 'open', 'cork', 'event', 'morning', 'charted', 'origin', 'pobal', 'cork', 'linkage', 'change', 'programme', 'focus', 'climate', 'action', 'justice']",cllr open cork event morning charted origin pobal cork linkage change programme focus climate action justice,0.5267,positive,1,0.05,0.3
209,"""Nature is in freefall. 

We’re destroying our forests, polluting our rivers &amp; oceans, and causing devastating changes to the climate. And now new research shows UK nature is still declining. 

Remind your MP that everyone needs to #SaveOurWildIsles. 📢 https://t.co/yTZC9VtIsV""","['nature', 'freefall', 'destroying', 'forest', 'polluting', 'river', 'ocean', 'causing', 'devastating', 'change', 'climate', 'new', 'research', 'show', 'nature', 'still', 'declining', 'remind', 'everyone', 'need']",nature freefall destroying forest polluting river ocean causing devastating change climate new research show nature still declining remind everyone need,-0.836,negative,0,-0.3545454545454545,0.48484848484848486
210,"""Nature is in freefall. 

We’re destroying our forests, polluting our rivers &amp; oceans, and causing devastating changes to the climate. And now new research shows UK nature is still declining. 

Remind your MP that everyone needs to #SaveOurWildIsles. 📢 https://t.co/yTZC9VtIsV""","['nature', 'freefall', 'destroying', 'forest', 'polluting', 'river', 'ocean', 'causing', 'devastating', 'change', 'climate', 'new', 'research', 'show', 'nature', 'still', 'declining', 'remind', 'everyone', 'need']",nature freefall destroying forest polluting river ocean causing devastating change climate new research show nature still declining remind everyone need,-0.836,negative,0,-0.3545454545454545,0.48484848484848486
211,"""@DavePSherry @craigthomler @aSinister @lheal @CorrectThyAre @markp1950 @emilio97493490 @ImRusts @benmooreau @WeRone777 @ZorikaZr @gargantuandwarf @ScienceBlog3 @JustinTemplerSr @nonsequiturmeme @RichardSwan1982 @JafSupO @FreeSpeech4U_Me @OscarsWild1 @KeillerDon @SniemN @WorkerHere @MartinBrampton @Fossil_Herb @JimBowersclimb @Royalacresrod @roger_clague @FBreject1 @Veritatem2021 @OzzmanOsgood @AirCop264 @BrockPhysicist @ejwwest @25_cycle @alison_pannell @BobPartridge16 @LesserMegadeath @Charlie43211234 @twit4thot @ammocrypta @Robertchef77 @DenisDaly @Dave_Likes_CO2 @SeanMcG53 @grumpynskeptic @balls95652097 @PeterWSinclair @MikeDel21893959 @FollowTheScien4 @Scizz8 ""There are no climate change deniers""

Yes there are - look into the mirror and you'll see one.""","['climate', 'change', 'denier', 'yes', 'look', 'mirror', 'see', 'one']",climate change denier yes look mirror see one,0.0516,neutral,2,0.0,0.0
212,"""FUTURE OF PLASTICS IN AFRICA: A YOUTH DIALOGUE
Flashing back to our side event during the Africa Climate Summit, where we captured youth voices and priorities for systemic, individual, and societal changes needed to #breakfreefromplastic.

Read more: https://t.co/aQT4Hiu5J6 https://t.co/MFMxErlcY5""","['future', 'plastic', 'africa', 'youth', 'dialogue', 'flashing', 'back', 'side', 'event', 'africa', 'climate', 'summit', 'captured', 'youth', 'voice', 'priority', 'systemic', 'individual', 'societal', 'change', 'needed', 'read']",future plastic africa youth dialogue flashing back side event africa climate summit captured youth voice priority systemic individual societal change needed read,0.0,neutral,2,0.0,0.17500000000000002
213,"""Agriculture sector is responsible for 1/3rd of global GHG emissions &amp; major driver of biodiversity loss. Urgent changes in the food systems are needed.

Read the @UKHealthClimate policy report on biodiversity, climate change &amp; health https://t.co/EC2mRoIq2e

#UKHACCBiodiversity https://t.co/Aofqc53jkW""","['agriculture', 'sector', 'responsible', '3rd', 'global', 'ghg', 'emission', 'major', 'driver', 'biodiversity', 'loss', 'urgent', 'change', 'food', 'system', 'needed', 'read', 'policy', 'report', 'biodiversity', 'climate', 'change', 'health']",agriculture sector responsible 3rd global ghg emission major driver biodiversity loss urgent change food system needed read policy report biodiversity climate change health,0.2023,positive,1,0.065625,0.2625
214,"""""The UK is now one of the most nature-depleted countries on Earth.""
""Changes in the way we manage our land for farming, and climate change were the biggest causes of wildlife decline on our land, rivers and lakes.""
https://t.co/SDVMZFsBk6""","['one', 'nature', 'depleted', 'country', 'earth', 'change', 'way', 'manage', 'land', 'farming', 'climate', 'change', 'biggest', 'cause', 'wildlife', 'decline', 'land', 'river', 'lake']",one nature depleted country earth change way manage land farming climate change biggest cause wildlife decline land river lake,0.0,neutral,2,0.0,0.0
215,"""Agriculture sector is responsible for 1/3rd of global GHG emissions &amp; major driver of biodiversity loss. Urgent changes in the food systems are needed.

Read the @UKHealthClimate policy report on biodiversity, climate change &amp; health https://t.co/EC2mRoIq2e

#UKHACCBiodiversity https://t.co/Aofqc53jkW""","['agriculture', 'sector', 'responsible', '3rd', 'global', 'ghg', 'emission', 'major', 'driver', 'biodiversity', 'loss', 'urgent', 'change', 'food', 'system', 'needed', 'read', 'policy', 'report', 'biodiversity', 'climate', 'change', 'health']",agriculture sector responsible 3rd global ghg emission major driver biodiversity loss urgent change food system needed read policy report biodiversity climate change health,0.2023,positive,1,0.065625,0.2625
216,"""@_Agenda2030 @SvendZan @JoAmsel @dalila79406477 @SiouxCityCrypto @RARohde @AlexEpstein @VivekGRamaswamy @1MarkMoss @Breedlove22 @saifedean @FoxNews @cnnbrk @CBSNews @ABC @cnbcafrica @JunkScience @kcautv @ktivnews @scj @ClintelOrg @Life_Powered_ @_ClimateCraze @FriendsOScience @TonyClimate Conspiracies about globalists are nonsensical babble. The globalists are the fossil energy companies pushing climate denial propaganda 

https://t.co/VQFuplQTFo""","['conspiracy', 'globalists', 'nonsensical', 'babble', 'globalists', 'fossil', 'energy', 'company', 'pushing', 'climate', 'denial', 'propaganda']",conspiracy globalists nonsensical babble globalists fossil energy company pushing climate denial propaganda,-0.5106,negative,0,-0.1,0.1
217,"""@BTCersforfuture @_ttk100_ 2 issues with that graph
. thinking a 180year timeframe is adequate to understand long term climate fluctuation
and
. pretending the green line means anything real""","['issue', 'graph', 'thinking', '180year', 'timeframe', 'adequate', 'understand', 'long', 'term', 'climate', 'fluctuation', 'pretending', 'green', 'line', 'mean', 'anything', 'real']",issue graph thinking 180year timeframe adequate understand long term climate fluctuation pretending green line mean anything real,0.3182,positive,1,-0.0058333333333333345,0.4041666666666667
218,"""@FocusFireNo10 @KyleTsetso Japanese anime are made under a lot less budget and shorter schedule than American animation so they cannot afford to do last minute changes. Pixar actually provided the correct model of how it should be done: Changes are kept as early in the project as possible.""","['japanese', 'anime', 'made', 'lot', 'le', 'budget', 'shorter', 'schedule', 'american', 'animation', 'cannot', 'afford', 'last', 'change', 'pixar', 'actually', 'provided', 'correct', 'model', 'done', 'change', 'kept', 'early', 'project', 'possible']",japanese anime made lot le budget shorter schedule american animation cannot afford last change pixar actually provided correct model done change kept early project possible,0.0,neutral,2,0.016666666666666666,0.24444444444444446
219,"""@s_guilbeault @NatObserver Hey Guilbeault.. for someone that applaude a NAZI..then votes to erase the tapes.. your climate changes.. stick it up your @@@ ah https://t.co/fmgxqNUugE""","['hey', 'guilbeault', 'someone', 'applaude', 'nazi', 'vote', 'erase', 'tape', 'climate', 'change', 'stick']",hey guilbeault someone applaude nazi vote erase tape climate change stick,0.0,neutral,2,0.0,0.0
